park,site,pebble_number,intermediate_axis,embeddedness
TN,JUS,86,2,
TN,JUS,87,5,
TN,JUS,88,5,
TN,JUS,89,2,
TN,JUS,90,13,75
TN,JUS,91,5,
TN,JUS,92,4,
TN,JUS,93,3,
TN,JUS,94,6,
TN,JUS,95,15,
TN,JUS,96,6,
TN,JUS,97,3,
TN,JUS,98,3,
TN,JUS,99,14,
TN,JUS,100,3,0
TN,BLD,1,5,
TN,BLD,2,5,
TN,BLD,3,3,
TN,BLD,4,5,
TN,BLD,5,4,
TN,BLD,6,3,
TN,BLD,7,4,
TN,BLD,8,8,
TN,BLD,9,2,
TN,BLD,10,3,0
TN,BLD,11,1,
TN,BLD,12,3,
TN,BLD,13,4,
TN,BLD,14,2,
TN,BLD,15,5,
TN,BLD,16,1,
TN,BLD,17,2,
TN,BLD,18,1,
TN,BLD,19,2,
TN,BLD,20,4,25
TN,BLD,21,4,
TN,BLD,22,2,
TN,BLD,23,3,
TN,BLD,24,5,
TN,BLD,25,2,
TN,BLD,26,5,
TN,BLD,27,4,
TN,BLD,28,6,
TN,BLD,29,3,
TN,BLD,30,2,0
TN,BLD,31,5,
TN,BLD,32,3,
TN,BLD,33,13,
TN,BLD,34,5,
TN,BLD,35,4,
TN,BLD,36,5,
TN,BLD,37,5,
TN,BLD,38,5,
TN,BLD,39,10,
TN,BLD,40,15,75
TN,BLD,41,6,
TN,BLD,42,4,
TN,BLD,43,2,
TN,BLD,44,3,
TN,BLD,45,3,
TN,BLD,46,3,
TN,BLD,47,3,
TN,BLD,48,7,
TN,BLD,49,4,
TN,BLD,50,5,0
TN,BLD,51,7,
TN,BLD,52,2,
TN,BLD,53,5,
TN,BLD,54,3,
TN,BLD,55,5,
TN,BLD,56,4,
TN,BLD,57,9,
TN,BLD,58,11,
TN,BLD,59,4,
TN,BLD,60,3,0
TN,BLD,61,4,
TN,BLD,62,3,
TN,BLD,63,3,
TN,BLD,64,3,
TN,BLD,65,15,
TN,BLD,66,7,
TN,BLD,67,14,
TN,BLD,68,3,
TN,BLD,69,4,
TN,BLD,70,3,0
TN,BLD,71,3,
TN,BLD,72,5,
TN,BLD,73,4,
TN,BLD,74,2,
TN,BLD,75,2,
TN,BLD,76,3,
TN,BLD,77,2,
TN,BLD,78,6,
TN,BLD,79,3,
TN,BLD,80,5,0
TN,BLD,81,5,
TN,BLD,82,6,
TN,BLD,83,4,
TN,BLD,84,2,
TN,BLD,85,5,
TN,BLD,86,7,
TN,BLD,87,6,
TN,BLD,88,2,
TN,BLD,89,9,
TN,BLD,90,2,0
TN,BLD,91,4,
TN,BLD,92,2,
TN,BLD,93,2,
TN,BLD,94,4,
TN,BLD,95,8,
TN,BLD,96,2,
TN,BLD,97,2,
TN,BLD,98,2,
TN,BLD,99,6,
TN,BLD,100,4,50
TN,BFF,1,7,
TN,BFF,2,6,
TN,BFF,3,9,
TN,BFF,4,8,
TN,BFF,5,8,
TN,BFF,6,6,
TN,BFF,7,7,
TN,BFF,8,7,
TN,BFF,9,4,
TN,BFF,10,7,75
TN,BFF,11,5,
TN,BFF,12,7,
TN,BFF,13,6,
TN,BFF,14,6,
TN,BFF,15,5,
TN,BFF,16,7,
TN,BFF,17,5,
TN,BFF,18,11,
TN,BFF,19,5,
TN,BFF,20,6,50
TN,BFF,21,5,
TN,BFF,22,7,
TN,BFF,23,7,
TN,BFF,24,5,
TN,BFF,25,8,
TN,BFF,26,5,
TN,BFF,27,7,
TN,BFF,28,9,
TN,BFF,29,6,
TN,BFF,30,5,0
TN,BFF,31,4,
TN,BFF,32,9,
TN,BFF,33,5,
TN,BFF,34,6,
TN,BFF,35,10,
TN,BFF,36,6,
TN,BFF,37,5,
TN,BFF,38,7,
TN,BFF,39,5,
TN,BFF,40,4,0
TN,BFF,41,5,
TN,BFF,42,5,
TN,BFF,43,6,
TN,BFF,44,6,
TN,BFF,45,6,
TN,BFF,46,6,
TN,BFF,47,6,
TN,BFF,48,7,
TN,BFF,49,7,
TN,BFF,50,6,25
TN,BFF,51,9,
TN,BFF,52,4,
TN,BFF,53,8,
TN,BFF,54,15,
TN,BFF,55,6,
TN,BFF,56,3,
TN,BFF,57,7,
TN,BFF,58,9,
TN,BFF,59,5,
TN,BFF,60,5,25
TN,BFF,61,4,
TN,BFF,62,10,
TN,BFF,63,5,
TN,BFF,64,5,
TN,BFF,65,5,
TN,BFF,66,5,
TN,BFF,67,6,
TN,BFF,68,7,
TN,BFF,69,4,
TN,BFF,70,8,75
TN,BFF,71,6,
TN,BFF,72,6,
TN,BFF,73,6,
TN,BFF,74,6,
TN,BFF,75,7,
TN,BFF,76,8,
TN,BFF,77,6,
TN,BFF,78,10,
TN,BFF,79,9,
TN,BFF,80,5,75
TN,BFF,81,4,
TN,BFF,82,7,
TN,BFF,83,7,
TN,BFF,84,5,
TN,BFF,85,5,
TN,BFF,86,6,
TN,BFF,87,5,
TN,BFF,88,6,
TN,BFF,89,8,
TN,BFF,90,5,50
TN,BFF,91,8,
TN,BFF,92,8,
TN,BFF,93,7,
TN,BFF,94,8,
TN,BFF,95,9,
TN,BFF,96,5,
TN,BFF,97,5,
TN,BFF,98,3,
TN,BFF,99,6,
TN,BFF,100,5,25
TN,TIC,1,3,
TN,TIC,2,3,
TN,TIC,3,2,
TN,TIC,4,11,
TN,TIC,5,7,
TN,TIC,6,10,
TN,TIC,7,5,
TN,TIC,8,3,
TN,TIC,9,6,
TN,TIC,10,6,50
TN,TIC,11,3,
TN,TIC,12,7,
TN,TIC,13,6,
TN,TIC,14,8,
TN,TIC,15,3,
TN,TIC,16,4,
TN,TIC,17,4,
TN,TIC,18,4,
TN,TIC,19,7,
TN,TIC,20,4,0
TN,TIC,21,5,
TN,TIC,22,9,
TN,TIC,23,8,
TN,TIC,24,10,
TN,TIC,25,5,
TN,TIC,26,6,
TN,TIC,27,2,
TN,TIC,28,3,
TN,TIC,29,7,
TN,TIC,30,4,25
TN,TIC,31,2,
TN,TIC,32,4,
TN,TIC,33,2,
TN,TIC,34,3,
TN,TIC,35,4,
TN,TIC,36,5,
TN,TIC,37,7,
TN,TIC,38,8,
TN,TIC,39,3,
TN,TIC,40,13,25
TN,TIC,41,5,
TN,TIC,42,6,
TN,TIC,43,4,
TN,TIC,44,10,
TN,TIC,45,2,
TN,TIC,46,5,
TN,TIC,47,7,
TN,TIC,48,4,
TN,TIC,49,4,
TN,TIC,50,5,0
TN,TIC,51,3,
TN,TIC,52,4,
TN,TIC,53,7,
TN,TIC,54,9,
TN,TIC,55,5,
TN,TIC,56,7,
TN,TIC,57,5,
TN,TIC,58,4,
TN,TIC,59,3,
TN,TIC,60,4,0
TN,TIC,61,6,
TN,TIC,62,1,
TN,TIC,63,3,
TN,TIC,64,4,
TN,TIC,65,5,
TN,TIC,66,9,
TN,TIC,67,4,
TN,TIC,68,10,
TN,TIC,69,8,
TN,TIC,70,7,25
TN,TIC,71,7,
TN,TIC,72,3,
TN,TIC,73,5,
TN,TIC,74,2,
TN,TIC,75,4,
TN,TIC,76,3,
TN,TIC,77,6,
TN,TIC,78,8,
TN,TIC,79,4,
TN,TIC,80,4,0
TN,TIC,81,6,
TN,TIC,82,4,
TN,TIC,83,6,
TN,TIC,84,7,
TN,TIC,85,4,
TN,TIC,86,6,
TN,TIC,87,7,
TN,TIC,88,7,
TN,TIC,89,5,
TN,TIC,90,8,0
TN,TIC,91,5,
TN,TIC,92,6,
TN,TIC,93,5,
TN,TIC,94,5,
TN,TIC,95,3,
TN,TIC,96,6,
TN,TIC,97,3,
TN,TIC,98,2,
TN,TIC,99,5,
TN,TIC,100,10,0
TN,GTG,1,7,
TN,GTG,2,4,
TN,GTG,3,4,
TN,GTG,4,3,
TN,GTG,5,7,
TN,GTG,6,4,
TN,GTG,7,5,
TN,GTG,8,9,
TN,GTG,9,6,
TN,GTG,10,8,0
TN,GTG,11,6,
TN,GTG,12,5,
TN,GTG,13,9,
TN,GTG,14,8,
TN,GTG,15,7,
TN,GTG,16,8,
TN,GTG,17,6,
TN,GTG,18,11,
TN,GTG,19,7,
TN,GTG,20,7,25
TN,GTG,21,6,
TN,GTG,22,5,
TN,GTG,23,6,
TN,GTG,24,4,
TN,GTG,25,6,
TN,GTG,26,7,
TN,GTG,27,8,
TN,GTG,28,9,
TN,GTG,29,5,
TN,GTG,30,6,50
TN,GTG,31,5,
TN,GTG,32,5,
TN,GTG,33,8,
TN,GTG,34,8,
TN,GTG,35,5,
TN,GTG,36,5,
TN,GTG,37,6,
TN,GTG,38,7,
TN,GTG,39,5,
TN,GTG,40,7,75
TN,GTG,41,5,
TN,GTG,42,8,
TN,GTG,43,8,
TN,GTG,44,6,
TN,GTG,45,8,
TN,GTG,46,5,
TN,GTG,47,7,
TN,GTG,48,13,
TN,GTG,49,9,0
TN,GTG,50,8,
TN,GTG,51,8,
TN,GTG,52,4,
TN,GTG,53,5,
TN,GTG,54,6,
TN,GTG,55,3,
TN,GTG,56,6,
TN,GTG,57,6,
TN,GTG,58,5,
TN,GTG,59,4,
TN,GTG,60,8,50
TN,GTG,61,8,
TN,GTG,62,6,
TN,GTG,63,6,
TN,GTG,64,5,
TN,GTG,65,5,
TN,GTG,66,5,
TN,GTG,67,7,
TN,GTG,68,8,
TN,GTG,69,8,
TN,GTG,70,7,0
TN,GTG,71,8,
TN,GTG,72,6,
TN,GTG,73,7,
TN,GTG,74,4,
TN,GTG,75,7,
TN,GTG,76,4,
TN,GTG,77,7,
TN,GTG,78,4,
TN,GTG,79,6,
TN,GTG,80,4,25
TN,GTG,81,6,
TN,GTG,82,5,
TN,GTG,83,6,
TN,GTG,84,4,
TN,GTG,85,4,
TN,GTG,86,10,
TN,GTG,87,6,
TN,GTG,88,6,
TN,GTG,89,8,
TN,GTG,90,5,25
TN,GTG,91,10,
TN,GTG,92,5,
TN,GTG,93,8,
TN,GTG,94,8,
TN,GTG,95,4,
TN,GTG,96,5,
TN,GTG,97,6,
TN,GTG,98,6,
TN,GTG,99,6,
TN,GTG,100,3,25
