spatial_extent,model,model_number,predictor,estimate,log_likelihood,delta_aic,aic,adjusted_r2
local,electrical_conductivity,1,forest disturbance,0.15 (0.17),3.625323911,6.035530032,5.476624905,-0.039554468
local,electrical_conductivity,1,wetted width,-0.12 (0.17),3.625323911,6.035530032,5.476624905,-0.039554468
local,electrical_conductivity,1,% wetland,-0.18 (0.18),3.625323911,6.035530032,5.476624905,-0.039554468
local,electrical_conductivity,2,intercept,0.16 (0.12),3.890635231,5.504907392,4.946002266,-0.020039566
local,electrical_conductivity,2,road density,0.24 (0.21),3.890635231,5.504907392,4.946002266,-0.020039566
local,electrical_conductivity,2,wetted width,-0.03 (0.18),3.890635231,5.504907392,4.946002266,-0.020039566
local,electrical_conductivity,2,% wetland,-0.09 (0.19),3.890635231,5.504907392,4.946002266,-0.020039566
local,electrical_conductivity,3,intercept,0.17 (0.11),3.90634303,5.473491795,4.914586668,-0.018895738
local,electrical_conductivity,3,human impact,0.14 (0.12),3.90634303,5.473491795,4.914586668,-0.018895738
local,electrical_conductivity,3,wetted width,-0.06 (0.17),3.90634303,5.473491795,4.914586668,-0.018895738
local,electrical_conductivity,3,% wetland,-0.14 (0.18),3.90634303,5.473491795,4.914586668,-0.018895738
local,electrical_conductivity,4,intercept,0.12 (0.13),4.284610371,7.989684385,7.430779258,-0.034853581
local,electrical_conductivity,4,road density,0.18 (0.22),4.284610371,7.989684385,7.430779258,-0.034853581
local,electrical_conductivity,4,human impact,0.1 (0.13),4.284610371,7.989684385,7.430779258,-0.034853581
local,electrical_conductivity,4,wetted width,-0.02 (0.18),4.284610371,7.989684385,7.430779258,-0.034853581
local,electrical_conductivity,4,% wetland,-0.09 (0.19),4.284610371,7.989684385,7.430779258,-0.034853581
local,electrical_conductivity,5,intercept,0.13 (0.13),4.134529532,8.289846062,7.730940935,-0.046006949
local,electrical_conductivity,5,forest disturbance,0.11 (0.18),4.134529532,8.289846062,7.730940935,-0.046006949
local,electrical_conductivity,5,road density,0.2 (0.22),4.134529532,8.289846062,7.730940935,-0.046006949
local,electrical_conductivity,5,wetted width,-0.06 (0.18),4.134529532,8.289846062,7.730940935,-0.046006949
local,electrical_conductivity,5,% wetland,-0.11 (0.19),4.134529532,8.289846062,7.730940935,-0.046006949
local,electrical_conductivity,6,intercept,0.15 (0.12),4.023325814,8.512253498,7.953348371,-0.054348596
local,electrical_conductivity,6,forest disturbance,0.08 (0.19),4.023325814,8.512253498,7.953348371,-0.054348596
local,electrical_conductivity,6,human impact,0.11 (0.14),4.023325814,8.512253498,7.953348371,-0.054348596
local,electrical_conductivity,6,wetted width,-0.08 (0.18),4.023325814,8.512253498,7.953348371,-0.054348596
local,electrical_conductivity,6,% wetland,-0.15 (0.18),4.023325814,8.512253498,7.953348371,-0.054348596
local,electrical_conductivity,7,intercept,0.11 (0.13),4.361347631,11.43620987,10.87730474,-0.075978499
local,electrical_conductivity,7,forest disturbance,0.07 (0.19),4.361347631,11.43620987,10.87730474,-0.075978499
local,electrical_conductivity,7,road density,0.17 (0.23),4.361347631,11.43620987,10.87730474,-0.075978499
local,electrical_conductivity,7,human impact,0.08 (0.14),4.361347631,11.43620987,10.87730474,-0.075978499
local,electrical_conductivity,7,wetted width,-0.03 (0.19),4.361347631,11.43620987,10.87730474,-0.075978499
local,electrical_conductivity,7,% wetland,-0.1 (0.2),4.361347631,11.43620987,10.87730474,-0.075978499
local,electrical_conductivity,8,intercept,0.27 (0.19),3.559223812,9.440457504,8.881552377,-0.089886187
local,electrical_conductivity,8,wetted width,-0.1 (0.22),3.559223812,9.440457504,8.881552377,-0.089886187
local,electrical_conductivity,8,canopy,-0.03 (0.19),3.559223812,9.440457504,8.881552377,-0.089886187
local,electrical_conductivity,8,% wetland,-0.19 (0.22),3.559223812,9.440457504,8.881552377,-0.089886187
local,electrical_conductivity,8,% lake,-0.16 (0.21),3.559223812,9.440457504,8.881552377,-0.089886187
local,embeddedness,null,intercept,0.57 (0.05),-1.627642698,0,7.735285396,0
local,embeddedness,1,intercept,0.56 (0.14),1.710354912,1.571277508,9.306562904,0.113651766
local,embeddedness,1,forest disturbance,-0.09 (0.18),1.710354912,1.571277508,9.306562904,0.113651766
local,embeddedness,1,substrate size,0.15 (0.22),1.710354912,1.571277508,9.306562904,0.113651766
local,embeddedness,1,% lake,-0.52 (0.21),1.710354912,1.571277508,9.306562904,0.113651766
local,embeddedness,2,intercept,0.47 (0.13),2.418204205,0.155578923,7.890864318,0.157352054
local,embeddedness,2,road density,0.24 (0.2),2.418204205,0.155578923,7.890864318,0.157352054
local,embeddedness,2,substrate size,0.16 (0.22),2.418204205,0.155578923,7.890864318,0.157352054
local,embeddedness,2,% lake,-0.52 (0.21),2.418204205,0.155578923,7.890864318,0.157352054
local,embeddedness,3,intercept,0.54 (0.13),1.631935532,1.728116268,9.463401664,0.108673058
local,embeddedness,3,human impact,-0.04 (0.13),1.631935532,1.728116268,9.463401664,0.108673058
local,embeddedness,3,substrate size,0.15 (0.23),1.631935532,1.728116268,9.463401664,0.108673058
local,embeddedness,3,% lake,-0.51 (0.22),1.631935532,1.728116268,9.463401664,0.108673058
local,embeddedness,4,intercept,0.49 (0.13),2.903973111,2.456768382,10.19205378,0.150701185
local,embeddedness,4,road density,0.32 (0.22),2.903973111,2.456768382,10.19205378,0.150701185
local,embeddedness,4,human impact,-0.13 (0.14),2.903973111,2.456768382,10.19205378,0.150701185
local,embeddedness,4,substrate size,0.2 (0.22),2.903973111,2.456768382,10.19205378,0.150701185
local,embeddedness,4,% lake,-0.48 (0.21),2.903973111,2.456768382,10.19205378,0.150701185
local,embeddedness,5,intercept,0.51 (0.15),2.668661061,2.927392482,10.66267788,0.136305525
local,embeddedness,5,forest disturbance,-0.12 (0.18),2.668661061,2.927392482,10.66267788,0.136305525
local,embeddedness,5,road density,0.25 (0.2),2.668661061,2.927392482,10.66267788,0.136305525
local,embeddedness,5,substrate size,0.18 (0.22),2.668661061,2.927392482,10.66267788,0.136305525
local,embeddedness,5,% lake,-0.52 (0.21),2.668661061,2.927392482,10.66267788,0.136305525
local,embeddedness,6,intercept,0.56 (0.15),1.723005285,4.818704033,12.55398943,0.075950233
local,embeddedness,6,forest disturbance,-0.08 (0.2),1.723005285,4.818704033,12.55398943,0.075950233
local,embeddedness,6,human impact,-0.02 (0.14),1.723005285,4.818704033,12.55398943,0.075950233
local,embeddedness,6,substrate size,0.15 (0.23),1.723005285,4.818704033,12.55398943,0.075950233
local,embeddedness,6,% lake,-0.52 (0.22),1.723005285,4.818704033,12.55398943,0.075950233
local,embeddedness,7,intercept,0.51 (0.15),2.983889225,5.896936155,13.63222155,0.117150668
local,embeddedness,7,forest disturbance,-0.07 (0.19),2.983889225,5.896936155,13.63222155,0.117150668
local,embeddedness,7,road density,0.32 (0.22),2.983889225,5.896936155,13.63222155,0.117150668
local,embeddedness,7,human impact,-0.11 (0.15),2.983889225,5.896936155,13.63222155,0.117150668
local,embeddedness,7,substrate size,0.2 (0.23),2.983889225,5.896936155,13.63222155,0.117150668
local,embeddedness,7,% lake,-0.48 (0.22),2.983889225,5.896936155,13.63222155,0.117150668
local,embeddedness,8,intercept,0.57 (0.15),1.823088792,4.61853702,12.35382242,0.082532545
local,embeddedness,8,wetted width,-0.13 (0.2),1.823088792,4.61853702,12.35382242,0.082532545
local,embeddedness,8,substrate size,0.19 (0.24),1.823088792,4.61853702,12.35382242,0.082532545
local,embeddedness,8,% lake,-0.48 (0.24),1.823088792,4.61853702,12.35382242,0.082532545
local,embeddedness,8,flow,-0.06 (0.23),1.823088792,4.61853702,12.35382242,0.082532545
local,total dissolved solids,null,intercept,0.18 (0.04),2.548005539,0,-0.616011078,0
local,total dissolved solids,1,intercept,0.17 (0.14),3.590910237,6.161463331,5.545452253,-0.044240517
local,total dissolved solids,1,forest disturbance,0.15 (0.17),3.590910237,6.161463331,5.545452253,-0.044240517
local,total dissolved solids,1,substrate size,-0.09 (0.22),3.590910237,6.161463331,5.545452253,-0.044240517
local,total dissolved solids,1,% barren,-0.18 (0.2),3.590910237,6.161463331,5.545452253,-0.044240517
local,total dissolved solids,2,intercept,0.18 (0.12),4.189643794,4.963996218,4.34798514,-0.000523297
local,total dissolved solids,2,road density,0.25 (0.19),4.189643794,4.963996218,4.34798514,-0.000523297
local,total dissolved solids,2,substrate size,-0.07 (0.22),4.189643794,4.963996218,4.34798514,-0.000523297
local,total dissolved solids,2,% barren,-0.12 (0.2),4.189643794,4.963996218,4.34798514,-0.000523297
local,total dissolved solids,3,intercept,0.19 (0.12),4.261893902,4.819496,4.203484922,0.004626825
local,total dissolved solids,3,human impact,0.17 (0.12),4.261893902,4.819496,4.203484922,0.004626825
local,total dissolved solids,3,substrate size,-0.14 (0.22),4.261893902,4.819496,4.203484922,0.004626825
local,total dissolved solids,3,% barren,-0.13 (0.19),4.261893902,4.819496,4.203484922,0.004626825
local,total dissolved solids,4,intercept,0.16 (0.13),4.718805123,7.178400832,6.562389754,-0.00529953
local,total dissolved solids,4,road density,0.18 (0.2),4.718805123,7.178400832,6.562389754,-0.00529953
local,total dissolved solids,4,human impact,0.12 (0.13),4.718805123,7.178400832,6.562389754,-0.00529953
local,total dissolved solids,4,substrate size,-0.12 (0.23),4.718805123,7.178400832,6.562389754,-0.00529953
local,total dissolved solids,4,% barren,-0.11 (0.2),4.718805123,7.178400832,6.562389754,-0.00529953
local,total dissolved solids,5,intercept,0.14 (0.14),4.472873955,7.670263168,7.05425209,-0.023115157
local,total dissolved solids,5,forest disturbance,0.12 (0.17),4.472873955,7.670263168,7.05425209,-0.023115157
local,total dissolved solids,5,road density,0.23 (0.19),4.472873955,7.670263168,7.05425209,-0.023115157
local,total dissolved solids,5,substrate size,-0.08 (0.22),4.472873955,7.670263168,7.05425209,-0.023115157
local,total dissolved solids,5,% barren,-0.14 (0.2),4.472873955,7.670263168,7.05425209,-0.023115157
local,total dissolved solids,6,intercept,0.17 (0.14),4.351974206,7.912062665,7.296051587,-0.031988729
local,total dissolved solids,6,forest disturbance,0.07 (0.18),4.351974206,7.912062665,7.296051587,-0.031988729
local,total dissolved solids,6,human impact,0.15 (0.13),4.351974206,7.912062665,7.296051587,-0.031988729
local,total dissolved solids,6,substrate size,-0.14 (0.23),4.351974206,7.912062665,7.296051587,-0.031988729
local,total dissolved solids,6,% barren,-0.14 (0.2),4.351974206,7.912062665,7.296051587,-0.031988729
local,total dissolved solids,7,intercept,0.14 (0.14),4.811532937,10.5929452,9.976934126,-0.04405679
local,total dissolved solids,7,forest disturbance,0.07 (0.18),4.811532937,10.5929452,9.976934126,-0.04405679
local,total dissolved solids,7,road density,0.18 (0.21),4.811532937,10.5929452,9.976934126,-0.04405679
local,total dissolved solids,7,human impact,0.1 (0.14),4.811532937,10.5929452,9.976934126,-0.04405679
local,total dissolved solids,7,substrate size,-0.12 (0.23),4.811532937,10.5929452,9.976934126,-0.04405679
local,total dissolved solids,7,% barren,-0.12 (0.2),4.811532937,10.5929452,9.976934126,-0.04405679
local,total dissolved solids,8,intercept,0.25 (0.14),3.257192278,10.10162652,9.485615443,-0.115928121
local,total dissolved solids,8,wetted width,-0.05 (0.18),3.257192278,10.10162652,9.485615443,-0.115928121
local,total dissolved solids,8,substrate size,-0.07 (0.24),3.257192278,10.10162652,9.485615443,-0.115928121
local,total dissolved solids,8,% barren,-0.11 (0.26),3.257192278,10.10162652,9.485615443,-0.115928121
local,total dissolved solids,8,% lake,-0.07 (0.26),3.257192278,10.10162652,9.485615443,-0.115928121
